STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,NOR,Norway,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,29159.435,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2020,,-95355.98,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-43186.945,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-34278.531,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-39466.075,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-35441.051,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-26605.721,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-53255.625,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-59337.653,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-25183.974,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,-12059.789,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-26500.623,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-58319.759,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-90448.869,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,-117812.388,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-25662.048,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,-17023.557,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,POL,Poland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,-3007.276,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2020,,-21303.575,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-21865.466,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-17267.153,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-15247.076,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-22028.338,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-13724.585,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-27609.875,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-32952.682,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-10728.793,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,-7801.815,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-11317.885,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-1443.238,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,6079.626,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,3679.356,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-6338.814,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,-10195.801,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,PRT,Portugal,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,-1527.939,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2020,,-10213.131,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-6160.776,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-6380.282,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-4348.657,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-5118.353,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-4550.392,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-10168.432,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-10188.322,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-3241.166,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,-2577.126,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-10632.481,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-3723.681,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-12378.435,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,-13091.658,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-4206.906,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,-1619.9,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVK,Slovak Republic,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,-1726.556,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2020,,-6741.142,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-3941.215,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-2485.081,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-6853.526,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-2853.233,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-1835.406,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-3259.431,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-3139.261,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-857.872,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,-42.747,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-4463.261,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-3251.046,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-2963.307,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,-1096.719,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-1386.002,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,40.13,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,SVN,Slovenia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,717.709,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2020,,-184564.76,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-145036.821,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-171364.191,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-113818.909,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-94685.812,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-86143.956,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-167769.117,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-140558.421,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-69890.695,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,ESP,Spain,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,27705.246,,A,Normal value,6,Millions,V,Current prices,,
