STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2005,,-1.056201,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2005,,1.753011,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2006,,1.464185,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2006,,-0.015989,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2006,,0.8117,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2007,,-0.096059,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2007,,2.35734,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2007,,1.478977,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2008,,1.209104,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2008,,-4.130804,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2008,,1.202009,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2009,,-2.27411,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2009,,3.40338,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2009,,0.889355,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2010,,1.046025,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2010,,-1.392479,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2010,,1.260407,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2011,,0.500403,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2011,,0.987289,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2011,,1.08786,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2012,,1.027418,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2012,,2.321821,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2012,,-0.794259,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2013,,2.97742,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2013,,-2.104826,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2013,,1.124163,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2014,,1.114888,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2014,,-0.256049,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2014,,2.713745,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2015,,1.404186,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2015,,1.745249,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2015,,1.01054,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2016,,0.784412,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2016,,-0.602952,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2016,,3.581914,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2017,,3.17707,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2017,,0.147774,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2017,,0.901549,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2018,,0.851328,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2018,,1.553995,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2018,,1.389417,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2019,,2.34838,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2019,,-1.065365,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2019,,1.163388,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2020,,1.002857,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2020,,0.382317,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2020,,-1.317717,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2021,,1.46619,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2021,,1.793933,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,NZL,New Zealand,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,2021,,1.29225,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1985,,-0.071182,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1985,,0.809793,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1985,,2.300352,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1986,,-1.832939,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1986,,0.613411,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1986,,0.790281,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1987,,-0.305239,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1987,,0.547858,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1987,,4.315013,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1988,,4.102067,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1988,,0.642647,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1988,,0.341146,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1989,,0.181636,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1989,,0.739385,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1989,,4.73017,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1990,,4.369259,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1990,,0.853798,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1990,,2.904086,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,HRSTO_PCCONG,Contribution of hours worked to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1991,,-1.580702,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,KSER_PCCONG,Contribution of capital services to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1991,,0.614777,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1991,,2.877188,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_GR(1.0),Productivity growth rates,I,IRL,Ireland,A,Annual,MFP_PCCONG,Contribution of MFP to GDP growth,_T,Total - all activities,PD,Percentage points,V,Current prices,GOY,"Contribution to growth rate, over 1 year",_Z,Not applicable,_Z,Not applicable,1992,,3.986655,,A,Normal value,0,Units,,,2,Two
